station,rating
Ichinami,3.0
Harmony Hall,3.7
Sanjuhassha,4.1
Echizenhanando,3.2
Ebata,3.8
Bell Mae,3.6
Echizenkaihotsu,2.9
Tawaramachi (Fukui),4.0
Nishibetsuin,3.1
Nikkakagakumae,3.9
Fukudaimaenishifukui,3.7
Matsumotomachiya,2.6
Echizenshinbo,3.4
Kowashozu,3.4
Shokokaigishomae,4.0
Odoro,3.5
Oiwakeguchi,4.2
Higashifujishima,1.0
Echizentogo,4.1
Washizukaharibara,4.3
Hanando,3.5
Echizenshimabashi,3.9
Yatsushima,3.5
Asuwayamakoenguchi,4.0
Fukuiguchi,4.0
Ichijodani,3.6
Seimei,3.0
Asuwa,4.5
Rokujo,3.7
Nittazuka,3.5
Nakatsuno,3.8
Kannonmachi (Fukui),3.1
Echizen-yakushi,3.5
Echizenomiya,4.0
Shinfukui,3.9
Tsuruga,3.9
Nishitsuruga,3.2
Awano,3.0
Shinhikida,4.3
Obama,3.5
Shinhirano,3.3
Higashiobama,3.5
Kato,3.7
Echizenono,3.9
Kuzuryuko,4.0
Echizentomida,3.3
Echizentano,4.0
Ushigahara,4.3
Kitaono,3.7
Shimoyuino,3.8
Kakigashima,4.2
Katsuyama,4.1
Hossaka,4.0
Hishima,3.8
Echizentakewara,4.2
Kobunato,4.4
Hota (Fukui),3.0
Sabae,3.7
Nishiyamakoen,4.2
Nishisabae,4.2
Tobanaka,3.3
Mizuochi,3.0
Sundomenishi,2.8
Kitasabae,3.4
Hosorogi,3.5
Awarayunomachi,3.9
Awaraonsen,3.4
Ushinoya,3.6
Maruoka,3.4
Banden (Fukui),3.8
Ozeki,3.5
Mizui,5.0
Takefu,3.4
Iehisa,4.3
Sports Kouen,3.3
Oshio,3.2
Kitago,4.2
Shimohyogo-Kofuku,4.4
Nishinagata-Yurinosato,3.5
Nishiharue-Heartpia,3.8
Taromaru-Angelland,3.6
Matsuoka,4.3
Eiheijiguchi,3.9
Mikuniminato,4.1
Mikuni (Fukui),4.2
Mikunijinja,4.3
Domeki,3.8
Sanno (Fukui),4.5
Komyoji,3.0
Shimoshii,4.0
Shiizakai,4.5
Imajo,3.8
Nanjo,2.8
Yunoo,3.7
Mihama,3.7
Higashimihama,4.2
Kiyama,3.7
Aonogo,3.0
Wakasawada,3.4
Wakasatakahama,3.5
Mitsumatsu,3.6
Wakasahongo,3.7
Otoba,3.6
Mikata,3.7
Tomura,4.0
Kaminaka,2.8
Wakasaarita,3.8
Fujii,4.0
Hakariishi,2.3
Echizennonaka,3.4
Jinaijyoshikoukou,3.8
Seihama,3.7
Echizentakefu,3.8
Kofu,3.8
Kanente,3.4
Minamikofu,3.6
Zenkoji,3.9
Ryuo,3.6
Kaisumiyoshi,3.4
Kokubo,3.4
Higashihanawa,3.7
Sakaori,3.3
Isawaonsen,4.0
Kaiueno,3.2
Gekkoji,4.2
Shimoyoshida,4.2
Fujikyu Highland,4.3
Fujisan,4.0
Kotobuki,3.8
Mitsutoge,3.8
Yoshiikeonsenmae,4.0
Kasei,3.8
Tsurushi,3.4
Yamuramachi,4.1
Tanokura,3.9
Higashikatsura,4.0
Tsurubunkadaigakumae,3.8
Akasaka (Yamanashi),3.7
Tokaichiba (Yamanashi),4.3
Higashiyamanashi,3.3
Kasugaicho,3.8
Enzan,3.8
Shiozaki,3.3
Otsuki,3.8
Kamiotsuki,3.9
Hatsukari,3.4
Saruhashi,3.6
Sasago,3.6
Torisawa,3.6
Yanagawa (Yamanashi),3.6
Nirasaki,3.7
Anayama,3.8
Shinpu,3.9
Hinoharu,4.3
Ichikawadaimon,3.9
Joei,3.7
Kaioizumi,3.8
Kaikoizumi,4.1
Nagasaka,3.7
Kobuchizawa,4.0
Kiyosato,3.9
Shinanosakai,4.4
Katsunumabudokyo,4.0
Shiotsu,3.8
Kaiyamato,3.7
Ashigawa,4.0
Ichikawahonmachi,3.8
Kaiiwama,4.0
Ochii,4.0
Kajikazawaguchi,3.7
Hadakajima,3.7
Ichinose,3.9
Minobu,4.0
Kaioshima,3.7
Shionosawa,4.3
Kunado,3.8
Shimobeonsen,3.9
Kaitokiwa,3.8
Utsubuna,3.7
Ide,3.7
Toshima,3.1
Kawaguchiko,4.2
Yorihata,4.0
Nagano (JR/Shinano),4.1
Kawanakajima,3.3
Imai,3.2
Toyono,3.5
Zenkojishita,3.4
Kirihara (Nagano),3.6
Shinanoyoshida,4.0
Hongo (Nagano),3.4
Amori,2.9
Asahi,3.4
Fuzokuchugakumae,3.3
Shinonoi,3.5
Kitanagano,3.5
Gondo,3.6
Shiyakushomae (Nagano),3.3
Sansai,4.1
Inariyama,3.6
Obasute,4.6
Hijirikogen,3.6
Yashiro,3.3
Yanagihara (Nagano),3.6
Shinanoasano,3.9
Tategahana,3.5
Suzaka,3.9
Murayama (Nagano),3.9
Akashina,3.3
Matsumoto,4.0
Tazawa,4.2
Kitamatsumoto,3.7
Samizo,3.9
Shimojima (Matsumotodentetsu),4.3
Niimura,4.0
Hata,3.5
Hitoichiba,3.6
Moriguchi,3.4
Azusabashi,3.3
Shimonii,3.6
Shinshimashima,4.1
Nishimatsumoto,3.6
Minamimatsumoto,3.4
Hirata (Nagano),4.1
Hirooka,3.8
Murai,3.2
Shimauchi,3.0
Nagisa (Nagano),4.1
Kitanii/Matsumotodaigakumae,3.2
Shinanoarai,3.8
Oniwa,3.2
Shimatakamatsu,3.4
Nishijo (Nagano),4.1
Endo,3.9
Oya,3.7
Shinanooiwake,4.0
Shinanokokubunji,3.1
Ueda,3.9
Nishiueda,3.3
Shiroshita (Nagano),3.8
Akasakaue,4.3
Uedahara,4.0
Terashita,4.4
Miyoshicho,4.3
Kabatake,3.7
Shiodamachi,3.9
Shimonogo,4.2
Nakashioda,4.4
Besshoonsen,4.3
Yagisawa,4.1
Daigakumae (Nagano),4.0
Tanaka,3.5
Nakano (Nagano),3.6
Okaya,3.5
Shimosuwa,3.7
Kawagishi,3.3
Kamisuwa,4.0
Iida,3.6
Kanae,3.2
Sakuramachi (Nagano),4.1
Kiriishi,3.4
Kawaji,4.3
Tenryukyo,3.8
Inakamisato,3.9
Shimoyamamura,3.8
Chiyo,4.0
Inayawata,3.4
Tokimata,3.7
Motozenkoji,4.0
Dashina,3.8
Hiraoka,3.7
Kega,4.3
Chino,3.6
Kitasuzaka,2.5
Hino (Nagano),3.1
Komoro,3.7
Misato,3.5
Mitsuoka,3.5
Shigeno,3.2
Otome,3.7
Higashikomoro,2.8
Hirahara,3.5
Sakudaira,3.6
Nakasato,4.4
Inashi,3.6
Inakita,3.6
Kitatono,3.3
Sawando,3.8
Shimojima (JR),4.3
Komagane,3.6
Komachiya,4.0
Inafukuoka,3.9
Otagiri,3.4
Tagiri,4.3
Kaesa,3.0
Shinshunakano,3.6
Nakanomatsukawa,3.8
Shinanotakehara,4.1
Iiyama,4.1
Entoku,3.6
Kamiimai,3.3
Hachisu,3.4
Sakurasawa (Nagano),3.4
Inao,3.9
Kitaomachi,3.3
Kitahosono,3.8
Shinanoomachi,3.9
Shinanotokiwa,3.5
Minamiomachi,3.9
Uminokuchi,4.2
Shinanokizaki,3.3
Yanaba,3.9
Azumikutsukake,4.4
Minamikamishiro,3.5
Kitaiiyama,3.3
Shinanotaira,3.8
Kamisakai,4.2
Kamikuwanagawa,4.0
Kuwanagawa,3.9
Nishiotaki,3.8
Togarinozawaonsen,3.7
Aoyagi,3.5
Shiojiri,3.7
Midoriko,4.0
Kisohirasawa,3.8
Ono (Nagano),4.1
Seba,3.3
Hideshio,4.0
Narai,4.1
Miyanokoshi,3.5
Niekawa,3.5
Nakagomi,3.7
Kitanakagomi,4.1
Aonuma,4.2
Usuda,3.8
Tatsuokajo,4.3
Otabe,3.8
Miyota,3.7
Namezu,3.4
Karuizawa,4.1
Koumi,3.7
Yashirokokomae,3.3
Sakaki,3.6
Togura,3.5
Chikuma,3.7
Ariake (Nagano),3.1
Toyoshina,3.4
Nakagaya,3.6
Minamitoyoshina,3.5
Hakuyacho,4.0
Hotaka,3.9
Azumioiwake,4.1
Hosono,4.3
Matsubarako,3.8
Takaiwa (Nagano),4.4
Managashi,3.7
Yachiho,4.0
Umijiri,3.6
Shinanokawakami,3.9
Nobeyama,4.0
Sakuuminokuchi,4.3
Sakuhirose,4.4
Kaize,3.4
Haguroshita,4.1
Nakakaruizawa,4.3
Fujimi,4.8
Suzurannosato,3.2
Inashinmachi,3.7
Miyaki,3.5
Shinanokawashima,3.8
Tatsuno,3.2
Haba (Nagano),4.1
Kinoshita,3.0
Inamatsushima,3.6
Iijima,3.3
Inahongo,4.3
Nanakubo,4.1
Inaoshima,3.1
Inatajima,4.2
Kamikatagiri,4.4
Takatobara,3.9
Miyada,4.2
Yamabuki,4.6
Shimodaira,3.8
Ichida,3.9
Shimoichida,3.5
Nukuta,3.7
Kadoshima,4.0
Inakozawa,4.1
Shiteguri,4.2
Karakasa,4.2
Ugusu,4.1
Kinno,4.3
Tamoto,4.4
Agematsu,4.0
Kuramoto,3.5
Nagiso,3.7
Tadachi,3.4
Yabuhara,3.9
Kisofukushima,4.1
Okuwa (Nagano),3.4
Suhara,3.6
Nojiri,3.8
Harano,3.8
Sakakita,3.6
Shinanomatsukawa,3.6
Kamuriki,3.7
Iimori,3.6
Kamishiro,3.7
Shinanomoriue,4.2
Hakuba,4.1
Hakubaoike,3.7
Kitaotari,3.6
Chikuni,3.6
Minamiotari,3.9
Nakatsuchi,3.3
Tekunosakaki,3.6
Obuse,4.1
Tsusumi,3.5
Yudanaka,4.1
Kamijo (Nagano),4.1
Yomase,4.1
Shinanoshiratori,3.6
Furuma,3.6
Kurohime,3.8
Mure,3.6
Yokokura (Nagano),4.1
Hirataki,3.7
Junikane,3.8
Gifu,3.8
Nishigifu,3.4
Kisogawa,3.4
Hosobata,3.3
Meitetsugifu,3.8
Hozumi,3.2
Yanaizu (Gifu),3.8
Nishikasamatsu,3.5
Ogaki,3.7
Tarui,3.7
Sekigahara,3.7
Higashiogaki,3.3
Takayama,4.0
Hozue,3.8
Kuguno,4.3
Nagisa (Gifu),3.8
Hidaosaka,3.7
Hidaichinomiya,4.0
Hidakokufu,3.7
Hokuno,4.2
Tajimi,3.7
Koizumi,3.6
Nemoto,3.3
Kokokei,3.7
Hime,4.0
Shimogiri,3.4
Hamonokaikanmae,3.4
Seki (Gifu),3.8
Sekiguchi,3.4
Sekishiyakushomae,3.8
Sekitomioka,3.3
Sekishimouchi,4.3
Matsumori,3.5
Agi,4.0
Minosakamoto,3.1
Iinuma,4.0
Sakashita,3.5
Nakatsugawa,3.7
Ena,3.7
Ochiaigawa,3.8
Minoshi,3.9
Yunohoraonsenguchi,4.0
Mizunami,3.6
Kamado,3.9
Suka,3.7
Takehana,3.2
Fuwaishiki,3.5
Minamijuku,3.6
Egira,3.4
Shinhashima,3.5
Hashimashiyakushomae,3.9
Gifuhashima,3.5
Akechi (Akechi),4.1
Noshi,3.5
Takenami,3.3
Iwamura,4.0
Iibama,3.5
Gokuraku,3.9
Tokishi,3.4
Higashino (Gifu),3.2
Yamaoka,3.9
Hanashiroonsen,3.6
Maehirakoen,4.1
Minoota,3.7
Tomika,3.5
Kamono,3.6
Kobi,3.3
Minokawai,4.2
Nakakawabe,4.1
Ogase,3.6
Nijikken,3.6
Meidenkakamigahara,3.5
Kagamigahara,3.5
Mikakino,3.5
Unumajuku,3.8
Unuma,3.7
Shin-unuma,3.6
Haba (Gifu),3.6
Shinkano,3.6
Shinnaka,3.5
Takadabashi,3.9
Kakamigaharashiyakushomae,3.8
Shiminkoenmae,3.8
Sohara,3.2
Konan (Aichi),3.5
Rokken (Gifu),3.1
Naka,3.4
Nishikani,3.8
Kanigawa,3.2
Shinkani,3.2
Akechi (Meitetsu),3.4
Nihon Line Imawatari,3.7
Kani,3.5
Sugisaki,2.9
Hidahosoe,3.2
Tsunogawa,3.9
Hidafurukawa,4.1
Utsubo,3.6
Sugihara,3.1
Sakakami,3.7
Kitagatamakuwa,3.3
Itonuki,3.8
Motosu,3.8
Komi,4.3
Mieji,3.3
Kochibora,4.5
Tanigumiguchi,4.1
Malera Gifu,3.9
Tarumi,3.8
Oshima (Gifu),3.8
Onaka,3.5
Minoshirotori,4.4
Hakusannagataki,3.9
Shirotorikogen,4.3
Gujohachiman,4.1
Akaike (Gifu),4.0
Aioi (Gifu),3.8
Fukuno (Gifu),2.5
Yasaka (Gifu),3.9
Minamikariyasu,3.5
Yamada (Gifu),3.7
Gujoyamato,3.8
Tokunaga,3.5
Manba,3.3
Hidakanayama,3.6
Gero,3.9
Zenshoji,4.0
Hidahagiwara,3.8
Hidamiyada,4.1
Joro,3.9
Yakeishi,3.5
Ishizu (Gifu),3.2
Komano,3.6
Minoyamazaki,2.8
Minomatsuyama,3.1
Minotsuya,3.3
Kasamatsu,3.5
Ginan,3.5
Kiridoshi,4.2
Tejikara,3.3
Yoro,3.9
Tomoe,3.4
Minotakada,3.8
Karasue,3.5
Kitaogaki,3.5
Hirogodo,3.3
Kitagodo,2.4
Higashiakasaka,3.7
Ibi,3.8
Ikeno,3.5
Kitaikeno,3.7
Minohongo,3.1
Sakahogi,3.5
Shimoaso,3.3
Kamiaso,3.5
Shirakawaguchi,3.8
Shimoyui,3.9
Mitakeguchi,3.0
Nagamori,3.4
Shizenenmae,4.3
Konno,3.9
Fukado,4.6
Kamimanba,3.5
Nabera,4.0
Chajo,2.8
Takashina,4.3
Takao (Gifu),3.2
Minoakasaka,4.2
Umeyama,3.6
Shizuoka,3.7
Shimizu (Shizuoka),3.7
Kusanagi (JR),3.6
Higashishizuoka,3.6
Ikawa,4.1
Abekawa,3.6
Shinshizuoka,3.8
Kasugacho,3.8
Furusho,3.4
Nishiyaizu,3.4
Naganuma (Shizuoka),3.7
Fujieda,3.8
Hiyoshicho,3.5
Yunoki (Shizuokatetsudo),3.5
Mochimune,3.7
Kensogoundojo,3.5
Kenritsubijutsukanmae,3.8
Irieoka,3.2
Okitsu,3.6
Sakurabashi (Shizuoka),3.4
Kanbara,3.5
Shinkanbara,3.5
Fujikawa,3.7
Shinshimizu,3.8
Kitsunegasaki,3.7
Hamamatsu,3.9
Tenryugawa,3.5
Hikuma,4.1
Sukenobu,3.6
Hachiman (Shizuoka),3.7
Takatsuka,3.4
Enshukomatsu,3.6
Sekishi,3.7
Jidoshagakkomae,3.5
Enshunishigasaki,3.6
Maisaka,3.8
Bentenjima,3.8
Kanasashi,3.8
Kiga,4.9
Okaji,3.3
Tsuzuki,3.8
Mikkabi,3.8
Higashitsuzuki,3.7
Okuhamanako,3.2
Ona,3.2
Enshukobayashi,3.5
Misonochuokoen,3.5
Hamakita,3.7
Miyaguchi,3.9
Enshugansuiji,3.6
Enshushibamoto,3.3
Gansuiji,4.1
Nishikajima,3.8
Futamatahonmachi,3.3
Tenryufutamata,4.2
Aizuki,3.8
Kamiichiba,3.7
Sakuma,4.0
Shironishi,3.8
Chubutenryu,3.7
Ozore,4.2
Misakubo,3.9
Mukaichiba,3.9
Numazu,3.7
Hara (Shizuoka),3.6
Katahama,3.6
Izunagaoka,3.8
Mishima,3.6
Ooka (Shizuoka),3.7
Shimotogari,3.5
Kannami,3.4
Takyo,3.2
Shuzenji,3.9
Atami,3.9
Kinomiya,3.6
Ajiro,3.5
Izutaga,3.7
Mishimafutsukamachi,3.5
Mishimahirokoji,3.7
Daiba,4.3
Mishimatamachi,3.8
Nagaizuminameri,3.5
Izunitta,3.5
Nishifujinomiya,3.5
Fujinomiya,3.4
Shibakawa,3.8
Gendoji,3.4
Numakubo,4.2
Izuokawa,3.7
Izukogen,3.9
Ito,3.8
Kawana,4.1
Izuhokkawa,4.1
Jogasakikaigan,4.0
Futo,3.7
Usami,3.7
Minamiito,3.4
Shimada (Shizuoka),3.6
Rokugo,3.5
Goka,3.8
Kanaya,3.7
Higiri,3.6
Shinkanaya,4.2
Daikancho,3.7
Ieyama,4.1
Kawaneonsensasamado,4.1
Fukuyo,4.2
Fuji,4.0
Iriyamase,3.6
Yoshiwara,3.7
Hon-yoshiwara,3.7
Tatebori,3.8
Gakunan-eno,4.1
Higashitagonoura,3.5
Jatco Mae (Jatco 1-chiku Mae),3.8
Yunoki (JR),3.5
Sudo,3.6
Gakunanfujioka,4.2
Kamiya,3.6
Yoshiwarahoncho,3.6
Toyodacho,3.6
Iwata,3.6
Kakegawa,3.6
Fukuroi,3.8
Kikugawa (Shizuoka),3.3
Yaizu,3.4
Aino (Shizuoka),3.8
Haranoya,3.8
Gotenba,3.9
Minamigotenba,3.7
Iwanami,3.4
Ashigara (Shizuoka),3.8
Totoumiichinomiya,3.8
Inazusa,3.3
Izukyushimoda,3.9
Rendaiji,3.4
Enshubyoin,3.6
Susono,3.4
Araimachi,3.4
Washizu,3.5
Shinjohara,3.8
Ohito,3.6
Makinoko,3.4
Miyakoda,4.3
Nirayama,3.3
Baraki,3.7
Izuinatori,3.6
Izuatagawa,3.9
Kataseshirata,3.9
Kawazu,3.9
Imaihamakaigan,3.8
Tokohadaigakumae,3.7
Surugaoyama,3.5
Aobe,4.2
Shimoizumi,4.1
Tanokuchi,4.0
Shiogo,4.4
Kawanekoyama,3.4
Sawama,4.2
Jina,4.3
Okuizumi,3.9
Senzu,4.3
Surugatokuyama,3.9
Enshumori,4.2
Towata,3.6
Enden,3.4
Morimachibyoinmae,3.3
Otowacho,3.9
Inako,3.4
Gakunanharada,4.1
Toyooka (Shizuoka),3.9
Hina,3.9
Chibata,3.6
Sunza,4.2
Shikiji,3.7
Nukuri,4.0
Omori (Shizuoka),3.8
Hiranda,3.4
Shimokawai,3.3
Kaminobe,3.6
Kawaneryogoku,3.9
Fukiage (Aichi),3.7
Chayagasaka,3.2
Motoyama (Aichi),3.6
Jiyugaoka (Aichi),3.4
Ikeshita,3.6
Hoshigaoka (Aichi),3.6
Imaike (Aichi),4.0
Kurumamichi,3.8
Chikusa,3.5
Sunadabashi,3.4
Kakuozan,3.8
Obata,4.0
Nagoya Dome Maeyada,3.6
Higashiyamakoen (Aichi),3.9
Issha,3.1
Nagoyadaigaku,4.2
Ozone,3.5
Nakamurakoen,3.4
Tsurumai,3.6
Amagasaka,3.1
Shinsakaemachi (Aichi),3.9
Hisayaodori,3.7
Shiyakusho,3.8
Higashiote,3.4
Shimizu (Aichi),3.3
Yada (Aichi),3.0
Sakae (Nagoya),3.8
Shigahondori,2.7
Heiandori,3.4
Ajiyoshi (Meitetsu),3.1
Kamiotai,3.6
Shonairyokuchikoen,3.3
Kurokawa (Aichi),4.2
Ajima,3.1
Kamiiida,3.4
Meijokoen,3.0
Joshin,3.3
Shonaidori,3.8
Hira (Aichi),3.4
Shimootai,3.2
Nakaotai,3.3
Nagoya,3.9
Sengencho,3.1
Kamejima,3.4
Marunouchi (Aichi),2.9
Higashibiwajima,3.4
Sako,3.8
Meitetsunagoya,3.9
Biwajima,3.6
Kokusai Center (Aichi),3.5
Nakamuranisseki,3.3
Honjin,2.9
Iwatsuka,3.6
Hatta (JR),3.1
Hatta (Nagoyashiei),3.1
Kasumori,3.0
Kogane (Aichi),3.3
Nakamurakuyakusho,3.3
Komeno,3.6
Osukannon,3.5
Fushimi (Aichi),3.4
Sanno (Aichi),3.4
Fushiya,3.5
Kanayama (Aichi),3.8
Higashibetsuin,3.3
Kamimaezu,3.6
Yabacho,3.8
Tenmacho,3.6
Otobashi,3.3
Gokiso,3.5
Sakurayama,3.0
Arahata,4.3
Irinaka,3.5
Yagotonisseki,3.4
Yagoto,3.8
Sogo Rehabilitation Center,3.5
Horita (Nagoyashiei),3.4
Yobitsugi,3.0
Mizuhoshiyakusho,3.4
Aratamabashi,3.5
Mizuhoundojohigashi,3.5
Toyodahonmachi,3.4
Atsuta,3.4
Jingumae,3.7
Mizuhoundojonishi,3.8
Horita (Meitetsu),3.4
Hibino (Nagoyashiei),3.7
Jingunishi,3.5
Rokubancho,3.3
Nishitakakura,3.6
Sasashima Live,3.6
Arako,3.6
Takabata,3.5
Minamiarako,4.0
Nakajima (Aichi),4.0
Toda (Aichi),3.2
Komoto (Aichi),3.4
Haruta,2.9
Nagoyakeibajomae,3.5
Kintetsukanie,3.5
Kintetsuhatta,3.2
Arakogawakoen,3.8
Inaei,3.4
Noseki,3.5
Tsukijiguchi,2.9
Nagoyako,3.9
Minatokuyakusho,3.3
Higashinagoyako,3.7
Dotoku,3.0
Tsurusato,3.6
Motokasadera,3.4
Motohoshizaki,3.4
Kasadera,3.3
Sakura (Aichi),2.8
Sakurahonmachi,3.6
Oe (Aichi),3.3
Daidocho,3.1
Jinryo,3.5
Inba,3.5
Omori/Kinjogakuinmae,3.5
Fujigaoka (Aichi),3.6
Moriyamajieitaimae,3.4
Kitayama (Aichi),3.3
Hyotan-yama (Aichi),3.3
Shinmoriyama,3.2
Kasugai (JR),3.6
Kozoji,3.5
Kawamiya,3.3
Asahimae,3.7
Obataryokuchi,4.0
Aioiyama,3.8
Narukokita,3.8
Arimatsu,3.5
Sakyoyama,3.1
Tokushige,3.5
Kamisawa,3.5
Narumi,3.6
Chukyokeibajomae,3.5
Minamioodaka,3.4
Nonami,3.5
Kyowa,3.4
Nawa (Aichi),3.5
Akaike (Aichi),3.2
Zengo,3.6
Kamiyashiro,4.1
Hongo (Aichi),3.6
Hirabari,3.5
Hara (Aichi),3.6
Ueda (Nagoyashiei),3.9
Shiogamaguchi,3.7
Toyohashi,3.8
Takashi,4.7
Minamisakae,3.6
Ashihara,3.7
Futagawa,3.7
Oshimizu,3.4
Ueta (Toyohashitetsudo),3.7
Mukogaoka,3.5
Nishikozakai,3.7
Shimoji,3.5
Oitsu,3.4
Aichidaigakumae,4.0
Yagyubashi,3.5
Koike,3.4
Funamachi,3.8
Sugiyama,3.4
Yagumadai,3.7
Undokoenmae (Aichi),3.9
Toyohashikoenmae,3.8
Kozakai,3.4
Kitaokazaki,3.8
Higashiokazaki,3.6
Okazaki,3.5
Motojuku (Aichi),3.5
Meiden-yamanaka,3.1
Daimon (Aichi),3.1
Aimi,3.9
Uto,3.6
Miai,3.0
Meiden-akasaka,3.5
Otogawa,3.2
Nishiokazaki,3.0
Kitanomasuzuka,3.4
Yahagibashi,3.7
Nakaokazaki,3.4
Koda,3.4
Okazakikoenmae,3.5
Mutsuna,3.2
Owariichinomiya,3.7
Myokoji,3.7
Imaise,3.0
Iwato,2.6
Shinkisogawa,3.7
Hotei,3.9
Nishiichinomiya,3.2
Meitetsuichinomiya,3.7
Kaimei,3.8
Shimaujinaka,3.0
Okucho,3.7
Tamanoi,3.5
Tamano,3.1
Hagiwara (Aichi),3.9
Kannonji (Aichi),3.3
Kuroda (Aichi),3.4
Futago,3.9
Ishibotoke,3.1
Kisogawazutsumi,3.9
Inazawa,3.6
Iwakura (Aichi),3.7
Kariyasuka,3.2
Konomiya,3.6
Setoguchi,3.6
Owariseto,3.9
Shinseto,3.1
Setoshiyakushomae,3.5
Nakamizuno,3.3
Yamaguchi (Aichi),3.5
Mizuno,3.4
Sango (Aichi),3.1
Yakusa (Aichikanjotetsudo),3.8
Jokoji,4.1
Setoshi,3.3
Aoyama (Aichi),3.9
Kamezaki,3.6
Higashinarawa,3.6
Okkawa,3.1
Handa,3.6
Higashiura,3.2
Chitahanda,3.5
Narawa,2.8
Handaguchi,3.1
Taketoyo,3.5
Sumiyoshicho,3.6
Tokoname,3.8
Taya,3.1
Kachigawa (JR),3.6
Kasugai (Meitetsu),3.2
Ushiyama,3.1
Manai,3.4
Komaki,3.5
Komakiguchi,3.0
Kanie,3.6
Ajiyoshi (Tokaikotsu),2.7
Suwacho,3.2
Toyokawa (Aichi),3.6
Ushikubo,3.3
Mikawaichinomiya,3.5
Yawata (Aichi),3.9
Ina,3.8
Odabuchi,3.3
Inariguchi,4.0
Ejima,3.9
Toyokawainari,3.9
Ko (Aichi),3.9
Goyu,3.5
Aichimito,3.3
Meidennagasawa,4.2
Tojo,3.9
Aotsuka,3.2
Tsushima,3.4
Hibino (Meitetsu),3.7
Shobata,4.1
Machikata,2.9
Eiwa,2.9
Kida,3.4
Fujinami,3.7
Kitashinkawa,3.1
Shinkawamachi (Aichi),4.3
Hekinanchuo,3.5
Hekinan,4.0
Takahamaminato,3.3
Kariya,3.5
Hitotsugi,3.7
Ogakie,3.3
Toyoake,3.5
Fujimatsu,3.5
Aizuma,3.4
Shigehara,3.4
Higashikariya,3.4
Kariyashi,2.9
Chiryu,3.3
Josui,3.4
Sanage,3.5
Hiratobashi,3.4
Uwagoromo,3.7
Toyotashi,3.5
Mikawatoyota,3.3
Tsuchihashi (Aichi),3.1
Shin-uwagoromo,3.5
Shintoyota,3.6
Koshido,3.0
Mikawayatsuhashi,3.4
Shigo,3.6
Kaizu,3.7
Kamitoyota,3.0
Mikawakamigo,3.6
Aikan-umetsubo,3.7
Umetsubo,3.3
Ekaku,3.1
Suenohara,3.7
Sasabara (Aichi),3.4
Homi,3.6
Takemura,3.4
Yakusa (Linimo),3.8
Anjo,3.5
Minamianjo,3.3
Hekikaifurui,2.9
Horiuchikoen,3.6
Mikawaanjo,3.4
Kitaanjo,3.0
Shin-anjo,3.5
Sakurai (Aichi),3.5
Minamisakurai (Aichi),2.6
Yonezu,3.3
Mikawatakahama,3.3
Yoshihama (Aichi),3.7
Nishio,3.8
Fukuchi,3.4
Kamiyokosuka,3.4
Kirayoshida,3.8
Sakuramachimae,3.4
Nishioguchi,3.1
Mikawatoba,3.6
Nishihazu,3.9
Higashihazu,3.8
Kodomonokuni (Aichi),3.1
Gamagori,3.6
Mikawakashima,3.3
Mikawaotsuka,3.3
Katahara,3.4
Nishiura,3.5
Gamagorikyoteijo,3.6
Mikawashiotsu,2.9
Mikawamiya,3.6
Inuyama,3.6
Inuyamaguchi,3.2
Inuyamayuen,3.7
Tagatajinjamae,3.3
Kotsuyosui,3.7
Haguro (Aichi),3.4
Zenjino,3.9
Tomiokamae,4.0
Enokido (Aichi),3.2
Kabaike (Aichi),2.9
Kaminoma,3.7
Onomachi,3.7
Age,3.4
Nishinokuchi,3.5
Rinkutokoname,3.8
Agui,3.8
Uedai,3.1
Sakabe,3.8
Kashiwamori,3.5
Fuso,3.7
Ajioka,3.3
Komakihara,3.2
Taisanji,3.3
Tokushige/Nagoyageidai,3.4
Yamazaki (Aichi),3.9
Morikami,4.0
Kamimarubuchi,4.2
Okuda,3.2
Marubuchi,3.0
Osato,3.1
Kiyosu,3.6
Fuchidaka,3.8
Rokuwa,3.3
Omi,3.9
Torii,4.3
Shinshiro,3.5
Yuyaonsen,3.8
Nodajo,3.3
Honnagashino,3.6
Mikawaono,4.3
Mikawakawai,3.3
Mikawatogo,4.0
Chausuyama,4.2
Nagashinojo,3.7
Mikawamakihara,3.6
Kakidaira,3.8
Otagawa,3.8
Shurakuen,3.5
Shinnittetsumae,3.1
Takayokosuka,3.6
Owariyokosuka,3.9
Minamikagiya,3.6
Yawatashinden,3.9
Obu,3.4
Teramoto,3.4
Owariasahi,3.5
Asakura (Aichi),3.3
Shinmaiko,3.6
Komi (Aichi),3.6
Nagaura (Aichi),3.6
Shirasawa (Aichi),3.0
Hinaga,3.8
Shirasawakeikoku,3.6
Tatsumigaoka,4.0
Ushida (Aichi),3.6
Mikawachiryu,3.2
Nisshin (Aichi),2.9
Irigaikekoen,3.7
Komenoki,3.4
Nagakutekosenjo,3.8
Geidaidori,3.9
Kurozasa,3.1
Mikawatahara,3.9
Kanbe (Aichi),4.1
Saya,2.9
Tomiyoshi,4.0
Sakogi,3.6
Gonosan,3.1
Yatomi,3.3
Shinkiyosu,3.0
Marunouchi,4.3
Sukaguchi,3.4
Shinkawabashi,3.0
Futatsuiri,3.3
Nishibiwajima,3.6
Nishiharu,3.5
Kintetsuyatomi,3.7
Miyoshigaoka,3.1
Akaiwaguchi,3.7
